,county,arson_num_fire_cause,campfire_num_fire_cause,debris_burning_num_fire_cause,equip_use_num_fire_cause,ltng_num_fire_cause,misc_num_fire_cause,p-w-f_num_fire_cause,powerline_num_fire_cause,railroad_num_fire_cause,smoking_num_fire_cause,undet_num_fire_cause,vehicle_num_fire_cause,.25_acres_or_<_num_fire_size,.26-9.99_acres_num_fire_size,10-99_acres_num_fire_size,100-299_acres_num_fire_size,300-999_acres_num_fire_size,1000-4999_acres_num_fire_size,5000_acres_>_num_fire_size,arson_num_acres_cause,campfire_num_acres_cause,debris_burning_num_acres_cause,equip_use_num_acres_cause,ltng_num_acres_cause,misc_num_acres_cause,p-w-f_num_acres_cause,powerline_num_acres_cause,railroad_num_acres_cause,smoking_num_acres_cause,undet_num_acres_cause,vehicle_num_acres_cause,brush_num_acres_veg,grass_num_acres_veg,timber_num_acres_veg,woodland_num_acres_veg,other_num_acres_veg,arson_dollar_cause,campfire_dollar_cause,debris_burning_dollar_cause,equip_use_dollar_cause,ltng_dollar_cause,misc_dollar_cause,p-w-f_dollar_cause,powerline_dollar_cause,railroad_dollar_cause,smoking_dollar_cause,undet_dollar_cause,vehicle_dollar_cause,.25_acres_or_<_dollar_size,.26-9.99_acres_dollar_size,10-99_acres_dollar_size,100-299_acres_dollar_size,300-999_acres_dollar_size,1000-4999_acres_dollar_size,5000_acres_>_dollar_size,year,region,county_year,labor_force,employment,unemployment,unemployment_rate
254,Yuba,2,1,11,2,1,5,0,6,0,2,17,2,22,25,2,0,0,0,0,1,1,15,7,1,3,0,18,0,49,31,0,51,42,11,0,22,0,0,100,0,0,299000,0,21000,0,150000,3805,15000,17700,321205,150000,0,0,0,0,2014,1,Yuba_2014,27900,24767,3125,0.112007168458781
255,Alameda,0,1,2,5,2,4,0,6,0,0,21,9,14,26,8,1,0,1,0,0,0,0,33,43,5,0,272,0,0,2929,176,1,3347,0,110,0,0,0,0,3756,4275,400,0,85350,0,0,1675450,57000,0,76981,169000,60250,0,1520000,0,2015,1,Alameda_2015,819725,780850,38875,0.047424441123548
256,Amador,2,1,14,1,4,5,0,5,0,1,9,4,28,17,0,0,0,0,1,0,0,5,1,3,1,0,70870,0,0,11,1,2,70878,2,10,0,0,0,180,0,0,0,0,999999999,0,0,530,0,110,600,0,0,0,0,999999999,2015,1,Amador_2015,14328,13382,947,0.066094360692351
257,Butte,0,1,0,0,3,5,0,0,0,0,1,1,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,Butte_2015,101158,93875,7258,0.071749144902035
258,Calaveras,2,1,32,13,8,21,1,7,0,1,26,10,72,45,4,1,0,0,0,0,0,36,26,8,5,1,49,0,0,17,151,21,111,11,148,2,0,0,19600,13000,8000,10110,100,8625,0,0,64643,15416,10880,115592,13022,0,0,0,0,2015,0,Calaveras_2015,20568,19254,1310,0.063691170750681
259,Colusa,1,0,0,2,0,2,0,2,0,0,2,0,5,3,1,0,0,0,0,0,0,0,6,0,70,0,1,0,0,2,0,0,79,0,0,0,0,0,0,0,0,50,0,6500,0,0,1,0,50,6501,0,0,0,0,0,2015,1,Colusa_2015,11052,9354,1700,0.153818313427434
260,Contra Costa,11,2,1,5,0,3,0,8,0,0,10,3,23,14,5,1,0,0,0,7,1,0,269,0,46,0,6,0,0,31,3,0,363,0,0,0,1420,0,0,47950,0,3500,0,5000,0,0,1360,0,2260,5970,12000,39000,0,0,0,2015,1,Contra Costa_2015,545083,517683,27408,0.050282250593029
261,Del Norte,3,4,4,0,1,5,1,0,0,0,4,0,16,6,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,1,5,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,2015,1,Del Norte_2015,9861,9020,842,0.085386877598621
262,E. San Joaquin,0,0,0,4,0,1,0,0,0,0,3,2,3,7,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,1,3,0,23,0,0,0,0,0,0,2025,0,400,0,0,0,0,150,600,75,3100,0,0,0,0,0,2015,0,E. San Joaquin_2015,,,,
263,E. Stanislaus,4,5,0,1,1,4,0,6,0,0,6,3,9,17,4,0,0,0,0,20,4,0,3,0,36,0,44,0,0,6,4,0,111,0,6,0,2800,0,0,1000,0,1800,0,9380,0,0,350,12000,50,15900,11380,0,0,0,0,2015,0,E. Stanislaus_2015,241117,218250,22883,0.094904133677841
264,E. Trinity,3,1,5,3,8,7,0,0,0,0,6,0,19,10,2,1,0,1,0,2,0,15,29,3263,129,0,0,0,0,1,0,14,3,31,3391,0,0,0,0,0,0,10400,0,0,0,0,0,0,400,10000,0,0,0,0,0,2015,1,E. Trinity_2015,5144,4745,399,0.077566096423017
265,El Dorado,9,4,50,19,12,35,5,17,0,4,38,12,138,61,4,2,0,0,0,17,1,114,18,65,9,1,25,0,0,115,11,33,160,7,75,101,0,100,395,5770,2,14050,120,0,0,14000,2540,150,28915,8212,0,0,0,0,0,2015,1,El Dorado_2015,87958,82942,5025,0.057129539098206
266,Fresno,35,3,8,10,20,7,0,12,0,1,12,7,52,55,7,1,0,0,0,220,1,12,12,59,18,0,27,0,9,14,21,18,329,8,32,6,900,0,0,0,500,375,0,2300,0,0,1600,6000,2300,7775,1600,0,0,0,0,2015,0,Fresno_2015,440517,395650,44883,0.101887100838333
267,Glenn,0,0,0,0,0,2,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,250,0,0,0,0,0,0,250,0,0,0,0,0,0,2015,1,Glenn_2015,12972,11842,1130,0.087110699969164
268,Humboldt,57,12,16,3,55,27,3,25,0,1,53,10,179,69,9,2,2,1,0,363,4,4,18,3206,4,0,6,0,2,42,6,311,30,667,2647,0,8000060,0,2,55000,57400,571002,0,2,0,0,100500,2,111013,2575555,5040000,1000000,21900,35500,0,2015,1,Humboldt_2015,62333,58842,3475,0.055748961224392
269,Inyo,0,1,1,0,1,0,0,1,0,1,5,2,9,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7001,0,1,1,0,7000,0,0,0,0,0,0,0,0,3000,0,0,15811560,5000,5000,3000,0,0,0,0,15811560,2015,0,Inyo_2015,9088,8565,528,0.058098591549296
270,Kings,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,Kings_2015,57767,51692,6067,0.105025360499939
271,Lake,9,0,10,8,0,7,2,8,0,2,24,5,42,26,2,1,1,0,3,1,0,4,70611,0,11,0,76069,0,0,25151,2,977,43,145709,25120,0,1000,0,520,7755841,0,225000,0,2000000198,0,500,10001030,0,550,227700,36000,25000,0,0,2017694839,2015,1,Lake_2015,29029,26824,2202,0.075855179303455
272,Lassen,3,2,3,2,43,6,0,0,0,0,6,2,54,10,3,0,0,0,0,0,0,0,0,98,77,0,0,0,0,40,0,48,90,4,72,1,0,0,0,400,1010,0,0,0,0,0,1000,100,1510,1000,0,0,0,0,0,2015,1,Lassen_2015,10768,9991,778,0.072251114413076
273,Madera,7,2,17,7,1,4,4,7,0,0,16,9,50,21,1,1,1,0,0,8,0,142,54,0,0,3,921,0,0,4,19,1,1143,3,0,4,400,600,35000,0,0,0,0,56020,0,0,100,9201,6820,44501,0,0,50000,0,0,2015,0,Madera_2015,59842,53542,6275,0.104859463253234
274,Mariposa,4,2,20,5,1,5,0,0,0,1,4,2,24,18,2,0,0,0,0,4,1,7,32,1,5,0,0,0,0,1,62,0,44,3,63,3,500,200,0,0,0,0,0,0,0,0,300,0,1000,0,0,0,0,0,0,2015,0,Mariposa_2015,8018,7446,573,0.071464205537541
275,Mendocino,6,11,42,5,5,14,1,12,2,2,25,14,91,45,2,1,0,0,0,9,1,262,7,20,7,1,16,2,0,36,3,3,56,273,23,9,3000,0,3870,12500,0,272381,0,11101,0,40,910,24212,45081,282933,0,0,0,0,0,2015,1,Mendocino_2015,39863,37547,2317,0.058124074956727
276,Merced,4,0,0,0,1,2,0,1,0,0,5,6,1,14,1,0,1,2,0,23,0,0,0,1600,11,0,3,0,0,8,2144,2,3782,0,5,0,600,0,0,0,100000,600000,0,0,0,0,1300,20,20,601900,0,0,0,100000,0,2015,0,Merced_2015,114108,101142,12958,0.113559084376205
277,Modoc,0,0,0,1,9,0,0,0,2,0,4,0,10,4,1,1,0,0,0,0,0,0,60,122,0,0,0,1,0,1,0,62,0,121,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2015,1,Modoc_2015,3306,3024,283,0.085601935874168
278,Monterey,1,0,5,4,9,5,1,10,0,1,11,7,30,22,1,0,0,1,0,0,0,12,5,69,3,3,4,0,0,1104,6,1102,30,1,67,6,10000000,0,500,100,200,1500,0,1200,0,200,0,2010,3110,2600,0,0,0,10000000,0,2015,0,Monterey_2015,218375,200700,17658,0.080860904407556
279,Napa,0,3,12,3,2,6,0,9,0,0,15,1,32,14,4,0,0,0,1,0,2,2,1,2,17,0,45,0,0,8103,1,8092,77,2,2,0,0,0,0,0,0,7000,0,50000,0,0,220310,0,310,77000,0,0,0,0,200000,2015,1,Napa_2015,73775,70375,3425,0.046424940698069
280,Nevada,12,1,28,7,13,13,1,14,0,1,25,4,87,28,2,1,0,1,0,11,0,9,36,3,106,0,4,0,0,2325,2,16,2352,4,22,102,0,0,10000,20000,0,0,2,400,0,0,12000,0,11402,10000,21000,0,0,0,0,2015,1,Nevada_2015,48046,45442,2604,0.054198060192316
281,Placer,4,2,24,11,12,11,3,9,1,0,40,8,78,45,2,0,0,0,0,2,0,13,26,6,12,1,10,0,0,124,5,3,81,13,100,2,0,0,231001,7000,2700,1000,2,16150,0,0,15300,16201,19154,255200,15000,0,0,0,0,2015,1,Placer_2015,176500,167567,8933,0.050611898016997
282,Plumas,2,0,1,0,8,1,0,0,0,0,1,0,11,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,300,0,0,0,0,0,0,0,300,0,0,0,0,0,0,2015,1,Plumas_2015,7896,7086,811,0.102710233029382
283,Riverside,4,12,18,8,2,16,5,5,0,3,40,7,85,30,4,0,0,1,0,0,81,3,1063,0,20,1,3,0,0,59,26,1072,81,0,103,0,0,100,37,24000,0,1000,0,11,0,0,8500,1500,2637,32511,0,0,0,0,0,2015,0,Riverside_2015,1034250,965000,69258,0.066964467005076
284,Sacramento,1,0,1,1,0,3,1,2,0,0,4,3,5,8,0,2,1,0,0,357,0,0,3,0,236,0,0,0,0,8,2,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,2015,1,Sacramento_2015,685133,644067,41067,0.059940186795848
285,San Benito,2,0,1,9,1,1,0,3,0,0,5,2,10,12,1,0,1,0,0,0,0,9,51,4,2,0,695,0,0,2,6,701,63,5,0,0,0,0,0,10620,0,0,0,5000,0,0,0,0,0,15045,575,0,0,0,0,2015,0,San Benito_2015,29767,27533,2242,0.075318305506097
286,San Bernardino,3,9,9,2,3,28,4,0,0,0,26,3,66,20,1,0,0,0,0,1,2,3,1,0,3,2,0,0,0,41,0,38,10,1,3,1,0,0,0,200,0,2,65000,0,0,0,900,0,20400,45702,0,0,0,0,0,2015,0,San Bernardino_2015,919967,860775,59200,0.064350134298296
287,San Diego,0,3,16,9,6,17,3,6,0,0,47,3,76,30,3,1,0,0,0,0,2,4,7,2,10,0,3,0,0,201,0,63,144,3,19,0,0,0,0,0,0,0,30000,11407,0,0,88050,15500,58407,550,86000,0,0,0,0,2015,0,San Diego_2015,1550058,1469467,80583,0.051987086934812
288,San Joaquin,0,0,0,1,0,1,0,1,0,0,2,1,2,3,1,0,0,0,0,0,0,0,0,0,60,0,2,0,0,2,1,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,San Joaquin_2015,314600,286625,27958,0.08886840432295
289,San Luis Obispo,1,10,7,15,7,42,1,11,0,1,11,28,85,43,4,0,0,2,0,0,3,24,11,4,110,0,11,0,0,7,4293,1890,2535,4,34,0,0,100,0,0,20000,440400,0,15100,0,0,0,924300,440800,39100,0,0,0,920000,0,2015,0,San Luis Obispo_2015,139042,132458,6575,0.047287869852275
290,San Mateo,0,1,0,2,1,0,0,2,0,1,9,1,9,7,1,0,0,0,0,0,0,0,4,0,0,0,7,0,1,15,10,0,35,1,1,0,0,0,0,200,300,0,0,2,0,0,100,0,302,300,0,0,0,0,0,2015,1,San Mateo_2015,434650,419825,14850,0.034165420453238
291,Santa Clara,1,0,2,7,1,9,0,6,0,0,26,6,30,25,3,0,0,0,0,7,1,0,307,44,56,0,287,0,0,3204,213,42,122,3,16,0,0,0,0,494,0,100,0,0,0,0,10580,100,400,3374,7500,0,0,0,0,2015,1,Santa Clara_2015,1013150,971125,42033,0.041487440161871
292,Santa Cruz,7,2,2,4,0,6,0,8,0,1,13,3,40,6,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,3,0,1,3,5,1,0,105,0,0,500,0,0,0,900,0,0,3002,5500,9107,900,0,0,0,0,0,2015,1,Santa Cruz_2015,143333,132592,10733,0.074881569492022
293,Shasta,35,5,23,13,27,13,5,6,0,2,31,10,106,53,9,2,0,0,0,9,2,28,123,91,69,3,16,0,1,178,248,6,370,58,255,79,200,200,30000,58800,100,10050,3000,0,0,0,413371,301600,31080,71241,415000,300000,0,0,0,2015,1,Shasta_2015,74167,68408,5750,0.077527741448353
294,Sierra,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,Sierra_2015,1362,1243,119,0.087371512481645
295,Siskiyou,4,5,20,7,48,63,1,5,0,0,26,2,151,25,4,0,1,0,0,0,1,7,4,476,1,0,1,0,0,25,0,3,468,11,31,2,3650,0,2200,1250,1185,600,0,56001,0,0,4020,0,59721,8000,0,0,1185,0,0,2015,1,Siskiyou_2015,17893,16220,1676,0.093667914827027
296,Solano,1,0,2,1,0,4,0,0,0,0,7,3,8,7,2,1,0,0,0,4,0,0,0,0,1,0,0,0,0,31,155,150,38,1,2,0,0,0,40,0,0,300,0,0,0,0,5000,15000,340,5000,0,15000,0,0,0,2015,1,Solano_2015,205025,192458,12550,0.061212047311304
297,Sonoma,2,10,28,13,0,25,1,17,0,3,30,27,116,35,5,0,0,0,0,0,2,2,42,0,5,0,5,0,0,58,15,1,119,5,3,1,0,0,0,10700,0,1350500,0,25600,0,0,5000,200,116600,1273300,2100,0,0,0,0,2015,1,Sonoma_2015,257900,246325,11575,0.044881737107406
298,Sutter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,Sutter_2015,44758,39958,4775,0.106684838464632
299,Tehama,2,2,7,4,6,10,1,4,0,1,27,10,30,34,9,1,0,0,0,16,1,18,9,22,60,5,99,0,0,270,36,104,183,2,247,0,0,0,3450,800,1000,53600,2000,51000,0,0,219050,502550,2900,519150,111400,200000,0,0,0,2015,1,Tehama_2015,25039,23058,1979,0.07903670274372
300,Tulare,5,0,1,5,17,12,0,7,0,0,20,3,21,42,6,0,1,0,0,6,0,0,36,629,23,0,2,0,0,43,1,32,662,1,3,42,45,0,0,500,1000,175201,0,2,0,0,20,0,2,175266,1500,0,0,0,0,2015,0,Tulare_2015,202200,178717,23508,0.116261127596439
301,Tuolumne,3,1,13,10,6,16,0,8,0,1,21,4,51,25,4,3,0,0,0,0,0,209,72,0,54,0,6,0,0,117,110,3,42,103,214,206,20,0,920,22247,0,12400,0,336,0,0,4,26000,5816,13909,20200,22002,0,0,0,2015,0,Tuolumne_2015,21548,20028,1519,0.070493781325413
302,W. San Joaquin,0,0,0,0,0,1,0,0,0,0,5,2,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,10,0,52,0,0,0,0,0,0,0,0,150,0,0,0,0,40,1000,40,1150,0,0,0,0,0,2015,1,W. San Joaquin_2015,,,,
303,W. Stanislaus,0,0,0,0,0,1,0,0,0,0,3,4,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,18,0,29,30,4,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,800,0,0,0,0,2015,1,W. Stanislaus_2015,241117,218250,22883,0.094904133677841
304,Yolo,1,0,2,2,0,1,0,0,0,1,6,5,11,6,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,107,0,4,110,0,0,0,0,0,0,60000,0,0,0,0,0,0,7500,0,67500,0,0,0,0,0,0,2015,1,Yolo_2015,104242,97508,6717,0.064436599451277
305,Yuba,2,1,7,9,2,7,0,2,0,1,10,5,30,14,2,0,0,0,0,1,2,4,2,1,22,0,5,0,0,32,3,0,41,1,30,0,0,0,0,2600,0,20,0,250000,0,0,0,0,2600,250000,20,0,0,0,0,2015,1,Yuba_2015,27750,25167,2575,0.092792792792793
306,Alameda,0,0,0,4,0,4,0,8,0,0,16,7,10,20,9,0,0,0,0,0,0,0,20,0,1,0,70,0,0,39,40,0,164,0,0,6,0,0,0,1200,0,0,0,11300,0,0,9910,10000,0,14700,17710,0,0,0,0,2016,1,Alameda_2016,832442,796742,35708,0.042895481006485
307,Alpine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,Alpine_2016,556,520,39,0.070143884892086
308,Amador,2,0,17,7,1,7,0,6,0,3,5,9,29,21,6,1,0,0,0,3,0,8,41,3,18,0,2,0,0,260,48,0,118,6,1,258,0,0,0,700,0,200000,0,6000,0,70,20000,80300,6070,281000,0,20000,0,0,0,2016,1,Amador_2016,14536,13671,864,0.059438635112823
309,Butte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,Butte_2016,101725,94983,6725,0.0661096092406
310,Calaveras,1,3,22,14,0,12,2,9,0,1,21,9,54,28,9,0,3,0,0,0,0,13,540,0,8,0,344,0,0,92,456,372,1046,2,1,32,0,0,1270,286300,0,1077,0,1400,0,20,24786,90156,2761,5248,57000,0,340000,0,0,2016,1,Calaveras_2016,20814,19632,1181,0.056740655328145
311,Colusa,1,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,Colusa_2016,10911,9215,1697,0.15553111538814
312,Contra Costa,0,0,0,6,0,1,0,4,0,0,15,2,13,10,5,0,0,0,0,0,0,0,9,0,7,0,57,0,0,148,3,0,224,0,0,0,0,0,0,1700,0,0,0,250,0,0,9500,0,50,1900,9500,0,0,0,0,2016,1,Contra Costa_2016,553642,528875,24758,0.044718428153933
313,Del Norte,7,2,1,1,1,0,1,0,0,0,14,1,23,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,103,0,0,2,1,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,Del Norte_2016,9761,9028,734,0.075197213400266
314,El Dorado,27,4,34,20,0,11,0,15,0,1,41,16,115,49,4,1,0,0,0,25,0,19,94,0,2,0,206,0,1,21,3,6,62,179,5,119,850,0,2550,80000,0,32250,0,50170,0,0,60200,4995,13665,217350,0,0,0,0,0,2016,1,El Dorado_2016,88892,84325,4583,0.051556945506907
315,Fresno,27,1,14,5,4,10,0,18,0,1,20,6,56,37,3,7,0,2,1,9507,1,6,3,150,24,0,152,0,123,3422,180,10160,3401,1,2,4,758025,0,2020,0,0,1,0,3656,0,25000,17200,7015,135,10201,2000,36556,0,185275,578750,2016,0,Fresno_2016,444983,402733,42250,0.094947447430576
316,Glenn,1,0,0,1,0,0,0,0,0,0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,Glenn_2016,12958,11878,1079,0.083269022997376
317,Humboldt,12,6,11,4,0,20,2,10,0,0,31,9,72,28,4,0,1,0,0,601,3,6,22,0,13,0,7,0,0,100,16,1,19,681,0,67,347901,0,0,705000,0,61000,0,270617,0,0,210550,0,13550,318617,915000,0,347901,0,0,2016,1,Humboldt_2016,62467,59392,3075,0.049225991323419
318,Imperial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,Imperial_2016,75217,57050,18158,0.241408192296954
319,Inyo,0,2,1,1,0,1,1,0,0,0,9,0,9,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,109,0,107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,350,0,0,0,0,0,2016,0,Inyo_2016,8866,8397,468,0.052785923753666
320,Kings,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,Kings_2016,57192,51492,5700,0.099664288711708
321,Lake,16,1,5,6,0,6,0,13,0,2,20,5,53,14,6,0,0,1,0,3979,0,2,29,0,2,0,18,0,0,3,8,15,4002,2,0,22,105260000,0,0,150000,0,142728,0,3300,0,0,23000,0,168728,300,410000,0,0,105000000,0,2016,1,Lake_2016,29088,27133,1954,0.067175467546755
322,Lassen,2,2,8,1,4,3,0,0,0,0,6,5,18,11,1,0,0,1,0,1,1,4,5,5,1,0,0,0,0,2577,37,11,2,2608,3,7,0,0,0,0,0,110100,0,0,0,0,400000,205200,200300,110000,5000,0,0,400000,0,2016,1,Lassen_2016,10371,9650,720,0.069424356378363
323,Madera,5,0,11,11,1,27,0,4,0,1,6,15,39,36,5,1,0,0,0,2,0,41,189,0,105,0,8,0,2,82,70,0,302,1,188,8,10600,0,268350,15000,0,100,0,1525,0,0,1450,2900,10850,4775,284300,0,0,0,0,2016,0,Madera_2016,61092,55433,5642,0.092352517514568
324,Mariposa,2,0,15,7,0,5,1,3,0,0,13,14,25,33,2,0,0,0,0,1,0,12,33,0,1,0,4,0,0,52,22,1,100,2,0,22,0,0,310,1000,0,1000,0,0,0,0,44100,2000,1310,43200,3900,0,0,0,0,2016,0,Mariposa_2016,7575,7054,520,0.068646864686469
325,Mendocino,7,5,24,9,0,15,1,14,1,0,29,13,84,29,5,0,0,0,0,1,18,6,50,0,9,0,7,1,0,12,102,2,166,4,1,33,0,0,500,101002,0,5620,0,153502,0,0,152788,280022,180746,252688,260000,0,0,0,0,2016,1,Mendocino_2016,39644,37555,2090,0.052719200887902
326,Merced,0,1,3,1,0,2,0,2,0,0,20,6,12,15,7,0,0,1,0,0,33,12,5,0,5,0,37,0,0,52,1353,0,1496,0,0,1,0,0,1000,10000,0,0,0,150000,0,0,1900,14600,1200,10200,161100,0,0,5000,0,2016,0,Merced_2016,114383,102300,12075,0.105566386613395
327,Modoc,0,0,0,1,1,2,0,0,1,0,2,1,4,3,0,0,1,0,0,0,0,0,0,0,5,0,0,380,0,1,2,4,1,1,0,382,0,0,0,0,1,1,0,0,2,0,150000,0,2,150000,0,0,2,0,0,2016,1,Modoc_2016,3294,3038,257,0.078020643594414
328,Mono,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,Mono_2016,8372,7924,449,0.053631151457239
329,Monterey,5,2,3,3,0,6,1,12,0,1,14,11,26,23,5,2,0,1,1,6,132127,3877,7,0,55,0,9,0,0,236,307,227,4259,132127,1,10,1000,10345582,776200,800,0,3200,0,101,0,0,84400,11000,6401,11600,500,83000,0,775200,10345582,2016,0,Monterey_2016,218892,202158,16733,0.076444091149974
330,Napa,4,1,2,2,0,6,1,8,0,0,17,5,26,17,3,0,0,0,0,2,0,0,6,0,1,0,3,0,0,120,7,54,81,1,0,3,0,0,0,0,0,0,0,120,0,0,100000,200000,120,200000,100000,0,0,0,0,2016,1,Napa_2016,72992,69867,3133,0.042922512056116
331,Nevada,7,10,26,11,1,16,2,10,0,0,35,7,104,21,0,0,0,0,0,12,1,6,6,0,4,0,1,0,0,14,0,5,22,3,4,10,16,0,300,70,0,1049627,100,2002,0,0,28306,500,603762,477159,0,0,0,0,0,2016,1,Nevada_2016,48182,45881,2303,0.047797932837989
332,Placer,5,10,31,16,2,13,2,9,0,4,33,8,96,35,1,0,0,0,1,1,2,6,21,0,8,2,8,0,2,5669,3,3,59,5649,2,9,0,0,16200,207000,0,200,350,2250,0,100,16100,0,27350,214850,0,0,0,0,0,2016,1,Placer_2016,179758,171708,8075,0.044921505579724
333,Plumas,0,0,1,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,Plumas_2016,7853,7093,764,0.097287660766586
334,Riverside,13,7,6,5,2,22,5,5,0,1,63,4,84,42,3,3,0,1,0,216,7,1,2,1,11,1,1,0,10,1835,3,166,1724,3,0,195,0,0,0,600,0,1020,0,0,0,0,2000,0,2000,620,0,1000,0,0,0,2016,0,Riverside_2016,1052367,988067,64292,0.061092755664136
335,Sacramento,2,0,0,4,0,1,1,3,0,0,7,3,11,6,3,0,1,0,0,0,0,0,79,0,0,2,87,0,0,2,372,1,509,0,0,32,0,0,0,1200,0,0,0,0,0,0,1,20000,0,1201,0,0,20000,0,0,2016,1,Sacramento_2016,694475,656950,37542,0.054058101443537
336,San Benito,1,0,1,5,0,6,0,3,0,0,2,5,10,9,4,0,0,0,0,0,0,1,89,0,174,0,1,0,0,0,7,98,91,0,0,83,0,0,1000,100,0,20500,0,8000,0,0,0,2,0,29102,500,0,0,0,0,2016,0,San Benito_2016,30450,28425,2025,0.066502463054187
337,San Bernardino,4,15,10,2,3,21,0,6,1,0,30,5,81,16,0,0,0,0,0,0,0,3,2,3,2,0,1,0,0,8,0,4,7,3,1,4,0,0,200,0,0,604045,0,20000,0,0,5000,0,624045,5200,0,0,0,0,0,2016,0,San Bernardino_2016,930900,877175,53725,0.057712965946933
338,San Diego,10,7,14,8,5,17,2,16,0,3,36,13,87,37,5,1,0,0,1,7,2,4,22,5,33,0,12,0,1,7794,83,7873,41,9,0,40,0,0,0,15210,0,23700,0,0,0,0,3833850,414000,178210,285700,4500,0,0,0,3818350,2016,0,San Diego_2016,1564342,1490500,73858,0.047213460995102
339,San Francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,San Francisco_2016,555758,537450,18300,0.032928001036422
