county,arson_x,campfire_x,debris_burning_x,equip._use_x,ltng._x,misc._x,p-w-f_x,powerline_x,railroad_x,smoking_x,undet._x,vehicle_x,.25_acres_or_<_x,.26-9.99_acres_x,10-99_acres_x,100-299_acres_x,300-999_acres_x,1000-4999_acres_x,5000_acres_>_x,arson_y,campfire_y,debris_burning_y,equip_use_y,ltng_y,misc._y,p-w-f_y,powerline_y,railroad_y,smoking_y,undet._y,vehicle_y,brush,grass,timber,woodland,other,arson,campfire,debris_burning,equip._use,ltng.,misc.,p-w-f,power-_line,rail-road,smoking,undet.,vehicle,.25_acres_or_<_y,.26-9.99_acres_y,10-99_acres_y,100-299_acres_y,300-999_acres_y,1000-4999_acres_y,5000_acres_>_y,year,region,county_year
Kings,0,0,0,0,1,1,0,1,0,0,3,0,0,5,1,0,0,0,0,0,0,0,0,3,2,0,44,0,0,3,0,0,50,0,0,2,$0 ,$0 ,$0 ,$0 ,$500 ,$0 ,$0 ,"$3,100 ",$0 ,$0 ,$0 ,$0 ,$0 ,$500 ,"$3,100 ",$0 ,$0 ,$0 ,$0 ,2012,south,Kings_2012
Lake,1,2,9,7,1,6,2,6,0,0,33,7,24,45,2,0,1,1,1,0,0,16,9,10,8,1,317,0,0,"7,979",15,17,8299,19,0,20,$0 ,$0 ,"$67,000 ",$20 ,$0 ,$0 ,$0 ,"$2,000,020 ",$0 ,$0 ,"$1,202,700 ","$5,000 ","$5,020 ","$69,720 ",$0 ,$0 ,"$2,000,000 ","$1,200,000 ",$0 ,2012,north,Lake_2012
Lassen,0,0,3,2,13,3,1,0,0,0,2,1,12,10,2,1,0,0,0,0,0,25,0,7,258,0,0,0,0,8,0,34,3,255,0,6,$0 ,$0 ,$500 ,$0 ,$0 ,"$422,380 ",$0 ,$0 ,$0 ,$0 ,$2 ,$30 ,$0 ,$132 ,$500 ,"$422,280 ",$0 ,$0 ,$0 ,2012,north,Lassen_2012
Madera,6,3,13,1,0,11,1,4,0,1,25,7,42,26,4,0,0,0,0,15,0,5,7,0,8,0,49,0,0,88,16,45,118,1,5,19,"$1,450 ",$0 ,$0 ,$500 ,$0 ,$0 ,$0 ,$500 ,$0 ,$0 ,"$6,260 ",$350 ,"$1,250 ","$2,150 ","$5,660 ",$0 ,$0 ,$0 ,$0 ,2012,south,Madera_2012
Mariposa,2,1,18,5,0,5,1,4,0,1,6,5,23,24,0,0,0,1,0,0,6,16,10,0,4,0,"1,702",0,0,8,4,0,1741,4,5,0,$0 ,$0 ,$0 ,$2 ,$0 ,$0 ,$0 ,"$80,200 ",$0 ,$0 ,$0 ,$0 ,$2 ,"$5,200 ",$0 ,$0 ,$0 ,"$75,000 ",$0 ,2012,south,Mariposa_2012
Mendocino,5,7,17,6,1,5,7,12,0,2,31,9,45,47,7,1,1,1,0,16,"4,522",12,3,8,3,4,247,0,1,497,20,13,4812,83,0,425,$0 ,"$4,618 ",$500 ,$300 ,$0 ,"$1,001 ",$2 ,"$1,260,000 ",$0 ,$0 ,$0 ,"$5,500 ","$17,301 ",$2 ,$0 ,"$1,250,000 ",$0 ,"$4,618 ",$0 ,2012,north,Mendocino_2012
Merced,0,0,0,0,1,2,0,1,0,0,9,2,2,12,0,0,1,0,0,0,0,0,0,3,1,0,434,0,0,16,2,0,453,0,0,3,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,000 ",$0 ,$0 ,"$4,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,south,Merced_2012
Modoc,1,0,3,0,2,2,0,0,0,0,1,0,3,6,0,0,0,0,0,0,0,9,0,2,1,0,0,0,0,1,0,6,7,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,$50 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$50 ,$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Modoc_2012
Monterey,5,5,8,8,2,11,2,18,0,1,6,9,33,35,6,0,0,1,0,15,2,11,"2,649",3,92,2,33,0,0,4,6,51,2739,16,2,9,"$7,600 ",$0 ,"$3,500 ","$421,836 ",$0 ,"$4,500 ",$500 ,"$2,402 ",$0 ,$0 ,$0 ,"$4,017 ","$10,668 ","$380,052 ","$15,700 ",$0 ,$0 ,"$37,935 ",$0 ,2012,south,Monterey_2012
Napa,0,1,7,3,0,2,0,5,0,1,8,6,12,20,0,1,0,0,0,0,1,206,5,0,2,0,6,0,3,10,3,205,19,2,7,3,$0 ,$0 ,"$6,000 ","$3,000 ",$0 ,$0 ,$0 ,"$13,500 ",$0 ,$0 ,$103 ,"$65,000 ","$1,000 ","$81,603 ",$0 ,"$5,000 ",$0 ,$0 ,$0 ,2012,north,Napa_2012
Nevada,3,4,24,7,2,6,1,10,0,2,23,8,42,48,0,0,0,0,0,5,4,15,9,2,4,0,11,0,2,14,6,11,19,14,5,23,$0 ,$0 ,"$20,800 ","$2,080 ",$0 ,"$3,000 ",$0 ,"$19,200 ",$0 ,$0 ,$50 ,"$23,700 ","$24,030 ","$44,800 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Nevada_2012
Placer,3,2,20,7,4,12,0,4,2,0,39,18,64,46,0,0,0,1,0,"2,650",1,17,11,1,8,0,4,0,0,23,9,2661,21,6,0,36,"$110,000 ",$0 ,"$6,500 ",$0 ,$0 ,"$2,102 ",$0 ,$0 ,$0 ,$0 ,"$2,551 ","$104,202 ","$104,854 ","$10,501 ",$0 ,$0 ,$0 ,"$110,000 ",$0 ,2012,north,Placer_2012
Plumas,0,1,3,0,0,0,1,0,0,0,3,0,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,100,0,0,1,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$5 ,$0 ,$5 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Plumas_2012
Riverside,9,3,15,11,8,27,6,8,0,8,69,8,69,82,13,2,4,2,0,54,2,16,919,"2,750",489,2,440,0,7,"1,570",7,3645,2162,4,0,445,$0 ,$0 ,"$150,000 ","$650,250 ","$250,500 ","$320,000 ",$0 ,"$11,000 ",$0 ,"$2,001 ","$105,200 ","$5,500 ","$120,751 ","$363,000 ",$500 ,"$100,200 ","$660,000 ","$250,000 ",$0 ,2012,south,Riverside_2012
Sacramento,0,0,0,3,0,2,0,0,0,1,6,0,5,4,3,0,0,0,0,0,0,0,50,0,3,0,0,0,14,22,0,0,82,0,0,7,$0 ,$0 ,$0 ,"$125,012 ",$0 ,"$135,900 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$135,912 ","$125,000 ",$0 ,$0 ,$0 ,$0 ,2012,north,Sacramento_2012
San Benito,1,0,4,2,2,4,0,3,0,0,1,4,9,11,1,0,0,0,0,1,0,5,9,1,36,0,2,0,0,1,0,5,49,0,0,1,"$1,000 ",$0 ,$0 ,$0 ,$0 ,$480 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,000 ",$480 ,$0 ,$0 ,$0 ,$0 ,2012,south,San Benito_2012
San Bernardino,3,9,19,3,12,24,5,10,0,4,28,6,86,30,5,1,0,1,0,1,111,5,1,91,6,2,7,0,3,"1,128",111,152,1301,1,0,12,$0 ,$0 ,$250 ,$0 ,$0 ,"$1,150 ",$0 ,"$25,500 ",$0 ,$0 ,"$6,200 ",$200 ,"$26,400 ",$700 ,"$6,200 ",$0 ,$0 ,$0 ,$0 ,2012,south,San Bernardino_2012
San Diego,7,3,15,16,12,27,1,9,0,0,65,7,76,64,16,0,2,2,2,3,1,8,23,"24,851","1,055",0,18,0,0,"9,211",43,3238,162,7,0,31806,$0 ,$0 ,$0 ,$2 ,$2 ,"$100,000 ",$0 ,"$10,700 ",$0 ,$0 ,"$900,311 ",$100 ,$201 ,$704 ,"$10,210 ",$0 ,"$200,000 ","$800,000 ",$0 ,2012,south,San Diego_2012
San Luis Obispo,0,4,8,9,2,51,2,14,1,1,32,12,90,41,2,2,1,0,0,0,1,77,644,150,172,1,18,1,1,25,31,723,386,3,0,9,$0 ,$0 ,$0 ,"$6,500 ",$0 ,$150 ,$0 ,"$22,000 ",$0 ,$0 ,$650 ,"$14,500 ","$11,100 ","$20,700 ","$12,000 ",$0 ,$0 ,$0 ,$0 ,2012,south,San Luis Obispo_2012
San Mateo,2,2,0,2,1,2,0,3,0,0,3,0,8,6,1,0,0,0,0,2,1,0,3,1,0,0,13,0,0,0,0,0,17,1,0,2,$0 ,"$20,000 ",$0 ,$0 ,$0 ,$100 ,$0 ,"$5,002 ",$0 ,$0 ,$0 ,$0 ,$100 ,"$20,002 ","$5,000 ",$0 ,$0 ,$0 ,$0 ,2012,north,San Mateo_2012
Santa Clara,1,4,2,1,0,7,0,5,0,0,9,5,16,18,0,0,0,0,0,1,2,8,0,0,1,0,1,0,0,10,3,1,17,1,1,6,$0 ,$0 ,"$3,000 ",$0 ,$0 ,$100 ,$0 ,$0 ,$0 ,$0 ,$202 ,"$1,000 ",$200 ,"$4,102 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Santa Clara_2012
Santa Cruz,0,5,9,1,1,10,3,7,0,0,5,2,28,14,0,1,0,0,0,0,3,110,1,0,2,2,2,0,0,1,1,1,3,15,0,103,$0 ,$60 ,"$45,000 ","$1,000 ",$0 ,$0 ,$0 ,$110 ,$0 ,$0 ,$0 ,"$23,500 ","$12,110 ","$57,560 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Santa Cruz_2012
Shasta,13,7,24,21,15,22,3,14,0,2,42,8,49,112,5,4,0,1,0,12,72,36,235,180,374,2,"1,116",0,0,97,10,1215,573,23,47,276,$0 ,$500 ,"$1,000 ","$8,900 ",$100 ,$0 ,$0 ,"$60,200 ",$0 ,$0 ,"$2,500 ","$11,500 ","$10,500 ","$43,500 ",$700 ,$0 ,$0 ,"$30,000 ",$0 ,2012,north,Shasta_2012
Shasta,13,7,24,21,15,22,3,14,0,2,42,8,49,112,5,4,0,1,0,12,72,36,235,180,374,2,"1,116",0,0,97,10,1215,573,23,47,276,$0 ,$500 ,"$1,000 ","$8,900 ",$100 ,$0 ,$0 ,"$60,200 ",$0 ,$0 ,"$2,500 ","$11,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Shasta_2012
Sierra,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Sierra_2012
Siskiyou,3,3,32,4,4,22,1,1,0,2,23,3,63,29,3,3,0,0,0,2,4,458,1,6,4,100,0,0,0,16,1,0,145,232,110,105,$0 ,"$1,000 ","$4,815 ",$0 ,$0 ,$0 ,$100 ,$0 ,$0 ,$0 ,"$5,500 ",$0 ,"$3,100 ","$7,900 ",$315 ,$100 ,$0 ,$0 ,$0 ,2012,north,Siskiyou_2012
Solano,2,1,2,2,0,1,0,2,0,2,7,0,6,9,3,1,0,0,0,115,1,1,4,0,17,0,7,0,1,89,0,0,222,0,0,13,$400 ,"$1,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$900 ,$12 ,$0 ,$900 ,"$1,202 ",$10 ,$400 ,$0 ,$0 ,$0 ,2012,north,Solano_2012
Sonoma,3,7,17,11,0,25,1,19,0,1,33,11,74,50,4,0,0,0,0,2,2,8,6,0,3,0,40,0,1,47,14,3,73,7,1,39,"$3,000 ",$0 ,$0 ,$51 ,$0 ,$300 ,$0 ,"$1,900 ",$0 ,$0 ,"$101,535 ","$585,100 ",$735 ,"$691,151 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Sonoma_2012
Tehama,2,1,9,14,2,16,1,5,0,0,23,3,30,34,8,2,1,0,1,,,,,,,,,,,,,0,0,3,0,1644,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$5,000 ",$0 ,$0 ,"$5,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Tehama_2012
Tehama,2,1,9,14,2,16,1,5,0,0,23,3,30,34,8,2,1,0,1,,,,,,,,,,,,,0,0,3,0,1644,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$5,000 ",$0 ,$520 ,"$72,800 ","$1,354,100 ","$50,000 ","$12,000 ",$0 ,"$15,000,000 ",2012,north,Tehama_2012
Tehama,2,1,9,14,2,16,1,5,0,0,23,3,30,34,8,2,1,0,1,,,,,,,,,,,,,0,0,3,0,1644,$200 ,$20 ,"$20,400 ","$859,300 ","$15,000,000 ","$540,000 ",$0 ,"$15,000 ",$0 ,$0 ,"$42,500 ","$12,000 ",$0 ,"$5,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Tehama_2012
Tehama,2,1,9,14,2,16,1,5,0,0,23,3,30,34,8,2,1,0,1,,,,,,,,,,,,,0,0,3,0,1644,$200 ,$20 ,"$20,400 ","$859,300 ","$15,000,000 ","$540,000 ",$0 ,"$15,000 ",$0 ,$0 ,"$42,500 ","$12,000 ",$520 ,"$72,800 ","$1,354,100 ","$50,000 ","$12,000 ",$0 ,"$15,000,000 ",2012,north,Tehama_2012
Tehama,2,1,9,14,2,16,1,5,0,0,23,3,30,34,8,2,1,0,1,,,,,,,,,,,,,2,828,0,0,27808,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$5,000 ",$0 ,$0 ,"$5,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Tehama_2012
Tehama,2,1,9,14,2,16,1,5,0,0,23,3,30,34,8,2,1,0,1,,,,,,,,,,,,,2,828,0,0,27808,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$5,000 ",$0 ,$520 ,"$72,800 ","$1,354,100 ","$50,000 ","$12,000 ",$0 ,"$15,000,000 ",2012,north,Tehama_2012
Tehama,2,1,9,14,2,16,1,5,0,0,23,3,30,34,8,2,1,0,1,,,,,,,,,,,,,2,828,0,0,27808,$200 ,$20 ,"$20,400 ","$859,300 ","$15,000,000 ","$540,000 ",$0 ,"$15,000 ",$0 ,$0 ,"$42,500 ","$12,000 ",$0 ,"$5,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Tehama_2012
Tehama,2,1,9,14,2,16,1,5,0,0,23,3,30,34,8,2,1,0,1,,,,,,,,,,,,,2,828,0,0,27808,$200 ,$20 ,"$20,400 ","$859,300 ","$15,000,000 ","$540,000 ",$0 ,"$15,000 ",$0 ,$0 ,"$42,500 ","$12,000 ",$520 ,"$72,800 ","$1,354,100 ","$50,000 ","$12,000 ",$0 ,"$15,000,000 ",2012,north,Tehama_2012
Tulare,7,1,2,3,1,3,0,6,0,0,11,4,17,15,6,0,0,0,0,27,0,0,25,0,6,0,6,0,0,122,1,0,187,0,0,0,$251 ,$0 ,$0 ,$275 ,$5 ,$100 ,$0 ,"$1,050 ",$0 ,$0 ,"$7,225 ",$0 ,$75 ,"$1,331 ","$7,500 ",$0 ,$0 ,$0 ,$0 ,2012,south,Tulare_2012
Tuolumne,1,2,15,10,5,13,3,7,0,2,24,3,40,39,4,1,1,0,0,1,1,11,126,10,0,26,11,0,1,985,2,69,1052,3,1,49,$0 ,$0 ,$900 ,$802 ,"$3,100 ",$0 ,"$4,820 ","$1,701 ",$0 ,$0 ,"$37,370 ",$200 ,$221 ,"$15,372 ","$5,300 ","$23,000 ","$5,000 ",$0 ,$0 ,2012,south,Tuolumne_2012
W. San Joaquin,0,0,0,0,0,1,0,0,0,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,198,0,204,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,$600 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$20,000 ",$0 ,$600 ,"$20,000 ",$0 ,$0 ,$0 ,$0 ,2012,north,W. San Joaquin_2012
W. Stanislaus,0,0,0,1,0,0,0,1,0,0,1,7,5,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,38,3,0,44,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,W. Stanislaus_2012
Yolo,2,0,1,3,0,0,1,1,0,0,6,1,6,4,0,3,1,0,1,251,0,0,529,0,0,0,0,0,0,"19,265",137,19005,526,0,0,651,$0 ,$0 ,$0 ,$4 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$4 ,$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Yolo_2012
Yuba,1,0,6,6,0,10,1,4,1,0,15,3,10,34,3,0,0,0,0,0,0,10,4,0,51,1,13,1,0,13,24,21,68,2,0,26,$0 ,$0 ,$0 ,"$2,100 ",$0 ,$0 ,$0 ,"$35,000 ",$0 ,$0 ,$0 ,"$250,100 ",$0 ,"$37,200 ","$250,000 ",$0 ,$0 ,$0 ,$0 ,2012,north,Yuba_2012
county,arson_x,campfire_x,debris_burning_x,equip._use_x,ltng._x,misc._x,p-w-f_x,elec._power_x,railroad_x,smoking_x,undet._x,vehicle_x,.25_acres_or_<_x,.26-9.99_acres_x,10-99_acres_x,100-299_acres_x,300-999_acres_x,1000-4999_acres_x,5000_acres_>_x,arson_y,campfire_y,debris_burning_y,equip._use_y,ltng._y,misc._y,p-w-f_y,elec._power_y,railroad_y,smoking_y,undet._y,vehicle_y,brush,grass,timber,woodland,other,arson,campfire,debris_burning,equip._use,ltng.,misc.,p-w-f,powerline,rail-road,smoking,undet.,vehicle,.25_acres_or_<_y,.26-9.99_acres_y,10-99_acres_y,100-299_acres_y,300-999_acres_y,1000-4999_acres_y,5000_acres_>_y,year,region,county_year
Alameda,1,0,1,8,0,1,0,7,0,1,15,12,13,20,11,2,0,0,0,0,0,1,65,0,1,0,256,0,240,85,195,1,839,0,0,3,$0 ,$0 ,$400 ,"$21,050 ","$25,300 ",$0 ,$0 ,$0 ,$0 ,"$10,000 ","$11,875 ","$73,500 ","$2,250 ","$3,702 ","$117,923 ","$18,250 ",$0 ,$0 ,$0 ,2013,north,Alameda_2013
Amador,5,0,20,5,0,14,1,7,0,0,10,2,44,18,1,1,0,0,0,4,0,9,2,0,2,100,100,0,0,2,2,4,112,2,0,103,$500 ,$0 ,$0 ,$50 ,$0 ,$0 ,$0 ,"$1,500 ",$0 ,$0 ,$0 ,$0 ,"$1,500 ",$550 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Amador_2013
Butte,13,6,39,9,15,50,8,15,0,2,42,11,131,64,10,3,1,1,0,22,4,107,"2,283",5,549,2,197,0,0,206,41,96,963,74,2,2281,"$100,000 ","$2,000 ","$36,100 ","$10,000 ","$55,524 ",$2 ,$0 ,"$625,000 ",$0 ,$0 ,"$15,150 ",$0 ,"$25,152 ","$21,100 ","$119,000 ",$0 ,"$625,000 ","$53,524 ",$0 ,2013,north,Butte_2013
Butte,13,6,39,9,15,50,8,15,0,2,42,11,131,64,10,3,1,1,0,22,4,107,"2,283",5,549,2,197,0,0,"7,102",41,96,963,74,2,2281,"$100,000 ","$2,000 ","$36,100 ","$10,000 ","$55,524 ",$2 ,$0 ,"$625,000 ",$0 ,$0 ,"$15,150 ",$0 ,"$25,152 ","$21,100 ","$119,000 ",$0 ,"$625,000 ","$53,524 ",$0 ,2013,north,Butte_2013
Calaveras,4,3,22,11,0,7,3,9,0,1,30,8,40,53,5,0,0,0,0,3,2,20,13,0,22,2,38,0,1,82,28,87,99,10,2,13,$402 ,$125 ,"$1,592 ","$9,720 ","$13,100 ",$0 ,$0 ,"$6,600 ",$0 ,$100 ,"$14,205 ","$2,800 ","$3,145 ","$20,499 ","$25,000 ",$0 ,$0 ,$0 ,$0 ,2013,south,Calaveras_2013
Colusa,0,0,0,1,1,1,0,0,0,0,4,2,4,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,0,2,9,0,0,0,$0 ,$0 ,$0 ,$0 ,$20 ,$0 ,$0 ,$0 ,$0 ,$0 ,$900 ,$100 ,$100 ,$920 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Colusa_2013
Contra Costa,7,1,1,4,0,3,0,4,0,0,22,1,25,10,5,1,1,1,0,1,0,1,60,0,"3,101",0,505,0,0,300,3,1,3732,0,0,238,$110 ,$0 ,$100 ,"$4,100 ","$3,400 ",$0 ,$0 ,"$105,000 ",$0 ,$0 ,$200 ,$0 ,"$5,110 ",$500 ,"$3,300 ",$0 ,"$4,000 ","$100,000 ",$0 ,2013,north,Contra Costa_2013
Del Norte,1,4,1,0,1,1,0,0,0,0,3,1,7,5,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,2,1,0,5,1,8,1,$0 ,$0 ,$20 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$20 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,Del Norte_2013
E. San Joaquin,0,0,0,4,0,0,0,0,0,0,3,0,0,3,3,0,1,0,0,0,0,0,377,0,0,0,0,0,0,31,0,0,384,0,0,24,$0 ,$0 ,$0 ,$0 ,"$70,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$5,500 ",$0 ,$0 ,$100 ,"$15,400 ",$0 ,"$60,000 ",$0 ,$0 ,2013,south,E. San Joaquin_2013
E. Stanislaus,2,1,0,1,0,0,0,2,0,0,15,2,9,11,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,79,0,0,62,0,0,20,$210 ,$0 ,$0 ,"$5,000 ",$50 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$6,620 ",$0 ,"$5,110 ","$5,270 ","$1,500 ",$0 ,$0 ,$0 ,$0 ,2013,south,E. Stanislaus_2013
E. Trinity,4,2,7,2,13,1,0,6,0,2,1,2,18,22,0,0,0,0,0,1,1,5,2,8,1,0,2,0,1,1,1,0,5,6,3,9,$0 ,$0 ,$250 ,$0 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,250 ",$0 ,$0 ,$0 ,$0 ,$0 ,2013,north,E. Trinity_2013
El Dorado,5,5,66,24,4,63,8,18,0,4,18,21,170,59,5,3,0,0,0,11,9,32,164,1,8,3,48,0,118,3,189,62,371,22,6,125,$0 ,"$20,000 ","$1,200 ","$533,150 ","$217,100 ","$3,200 ",$0 ,"$739,413 ",$0 ,"$650,000 ",$0 ,"$4,500 ","$19,150 ","$1,016,913 ","$480,500 ","$652,000 ",$0 ,$0 ,$0 ,2013,north,El Dorado_2013
Fresno,3,0,8,10,5,5,2,12,0,0,15,4,16,41,4,3,0,0,0,8,0,3,62,105,17,1,20,0,0,279,14,4,364,1,0,140,"$7,000 ",$0 ,$0 ,"$17,000 ","$11,300 ",$500 ,$0 ,"$10,000 ",$0 ,$0 ,"$12,200 ",$0 ,"$10,200 ","$15,800 ","$20,000 ","$12,000 ",$0 ,$0 ,$0 ,2013,south,Fresno_2013
Glenn,0,0,1,2,5,1,0,1,0,0,4,0,8,5,0,1,0,0,0,0,0,217,2,1,0,0,1,0,0,3,0,0,223,0,0,1,$0 ,$0 ,"$2,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,500 ",$0 ,$0 ,$0 ,2013,north,Glenn_2013
Humboldt,33,10,17,6,1,13,3,3,0,2,57,4,70,73,5,1,0,0,0,23,7,15,18,0,3,3,2,0,0,138,126,12,241,32,1,49,$3 ,$0 ,"$4,000 ",$0 ,"$7,500 ",$0 ,"$5,000 ","$7,000 ",$0 ,$0 ,$2 ,"$25,000 ","$10,001 ","$11,004 ","$2,500 ","$25,000 ",$0 ,$0 ,$0 ,2013,north,Humboldt_2013
Inyo,1,0,1,0,7,2,0,1,0,1,8,1,15,5,1,0,1,0,0,0,0,0,0,9,1,0,0,0,0,21,407,11,20,0,0,407,$0 ,$0 ,$0 ,"$10,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$350 ,"$50,000 ","$10,350 ",$0 ,$0 ,$0 ,"$50,000 ",$0 ,$0 ,2013,south,Inyo_2013
Kings,0,0,0,0,0,0,0,1,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,5,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,south,Kings_2013
Lake,3,3,7,6,5,9,1,13,0,2,26,7,36,35,8,2,1,0,0,33,1,340,38,3,103,0,85,0,0,130,137,532,206,2,2,128,$100 ,$0 ,$501 ,"$111,000 ",$600 ,$0 ,$0 ,"$240,050 ",$0 ,$0 ,"$9,050 ","$43,020 ","$168,041 ","$110,730 ","$5,000 ","$120,050 ",$500 ,$0 ,$0 ,2013,north,Lake_2013
Lassen,1,3,7,1,45,2,2,0,0,1,9,0,48,20,3,0,0,0,0,1,0,46,0,115,1,0,0,0,3,15,0,18,39,9,13,102,$0 ,$0 ,$2 ,$0 ,$0 ,"$3,772 ",$0 ,$200 ,$0 ,$3 ,"$1,400 ",$0 ,"$2,452 ",$925 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Lassen_2013
Madera,13,6,7,7,3,5,2,5,0,2,40,12,46,43,10,2,1,0,0,41,2,1,20,1,18,5,6,0,5,470,584,20,859,0,15,259,$400 ,$100 ,$0 ,$0 ,"$7,250 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$4,800 ",$100 ,$300 ,"$8,050 ","$4,300 ",$0 ,$0 ,$0 ,$0 ,2013,south,Madera_2013
Mariposa,0,1,7,3,0,5,0,2,0,4,13,3,16,19,3,0,0,0,0,0,0,17,15,0,5,0,1,0,3,87,4,1,105,1,0,25,$0 ,$0 ,$0 ,$0 ,$300 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$100 ,$0 ,$400 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,south,Mariposa_2013
Mendocino,12,7,29,9,10,6,5,24,1,1,37,7,78,64,3,2,1,0,0,18,2,331,24,4,7,7,215,1,0,82,5,2,274,312,0,108,$0 ,$0 ,"$10,200 ","$6,002 ",$550 ,$2 ,$6 ,$0 ,$0 ,$0 ,"$281,952 ","$16,200 ","$32,554 ","$277,358 ","$5,000 ",$0 ,$0 ,$0 ,$0 ,2013,north,Mendocino_2013
Merced,1,0,1,1,0,0,0,4,0,3,10,0,4,12,3,1,0,0,0,124,0,1,1,0,0,0,8,0,122,30,0,0,160,0,0,126,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2013,south,Merced_2013
Modoc,0,0,1,0,15,0,1,0,1,0,3,3,7,12,4,0,1,0,0,0,0,2,0,583,0,1,0,1,0,4,38,4,98,10,0,517,$0 ,$0 ,$32 ,$0 ,$0 ,"$25,009 ","$1,000 ",$0 ,$0 ,$0 ,"$3,250 ",$760 ,$210 ,"$21,281 ","$8,560 ",$0 ,$0 ,$0 ,$0 ,2013,north,Modoc_2013
