county,arson_x,campfire_x,debris_burning_x,equip._use_x,ltng._x,misc._x,p-w-f_x,powerline_x,railroad_x,smoking_x,undet._x,vehicle_x,year_x,region_x,.25_acres_or_<_x,.26-9.99_acres_x,10-99_acres_x,100-299_acres_x,300-999_acres_x,1000-4999_acres_x,5000_acres_>_x,year_y,region_y,arson_y,campfire_y,debris_burning_y,equip._use_y,ltng._y,misc._y,p-w-f_y,powerline_y,railroad_y,smoking_y,undet._y,vehicle_y,year,county.1,brush,grass,timber,woodland,other,year_x.1,region_x.1,arson,campfire,debris_burning,equip._use,ltng.,misc.,p-w-f,power-_line,rail-road,smoking,undet.,vehicle,year_,region_,.25_acres_or_<_y,.26-9.99_acres_y,10-99_acres_y,100-299_acres_y,300-999_acres_y,1000-4999_acres_y,5000_acres_>_y,year_y.1,region_y.1,county_year
Plumas,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2010.0,north,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2010.0,north,0.0,0.0,0.0,0.0,1.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,$10 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Plumas_2010
Plumas,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2010.0,north,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2010.0,north,0.0,0.0,0.0,0.0,1.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$10 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Plumas_2010
Plumas,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2010.0,north,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2010.0,north,0.0,0.0,0.0,0.0,1.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$10 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,$10 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Plumas_2010
Riverside,6.0,0.0,7.0,33.0,7.0,47.0,0.0,10.0,0.0,6.0,64.0,3.0,2010.0,south,45.0,113.0,17.0,4.0,3.0,1.0,0.0,2010.0,south,15.0,0.0,74.0,"1,209",616.0,"1,809",0.0,13.0,0.0,4.0,798,10.0,2010.0,south,1917.0,2487.0,8.0,0.0,135.0,2010.0,south,$0 ,$0 ,$0 ,"$1,000 ",$0 ,"$35,450 ",$0 ,"$5,025 ",$0 ,$0 ,"$12,000 ",$0 ,2010.0,south,$25 ,"$53,450 ",$0 ,$0 ,$0 ,"$53,475 ",$25 ,2010.0,south,Riverside_2010
Sacramento,4.0,0.0,1.0,3.0,0.0,5.0,0.0,6.0,0.0,0.0,4.0,0.0,2010.0,north,5.0,15.0,2.0,1.0,0.0,0.0,0.0,2010.0,north,15.0,0.0,1.0,9,0.0,9,0.0,177.0,0.0,0.0,2,0.0,2010.0,north,0.0,192.0,0.0,0.0,21.0,2010.0,north,$0 ,$0 ,"$1,000 ","$2,800 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,$0 ,"$3,800 ",$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Sacramento_2010
San Benito,2.0,2.0,2.0,4.0,0.0,6.0,0.0,1.0,0.0,0.0,4.0,1.0,2010.0,south,4.0,12.0,6.0,0.0,0.0,0.0,0.0,2010.0,south,20.0,1.0,28.0,15,0.0,85,0.0,1.0,0.0,0.0,6,1.0,2010.0,south,20.0,83.0,0.0,0.0,53.0,2010.0,south,"$50,000 ",$0 ,$0 ,$0 ,$0 ,"$12,000 ",$0 ,$15 ,$0 ,$0 ,$0 ,$0 ,2010.0,south,$0 ,$15 ,"$62,000 ",$0 ,$0 ,"$62,015 ",$0 ,2010.0,south,San Benito_2010
San Bernardino,8.0,0.0,16.0,8.0,6.0,28.0,0.0,4.0,0.0,0.0,46.0,0.0,2010.0,south,52.0,60.0,4.0,0.0,0.0,0.0,0.0,2010.0,south,16.0,0.0,1.0,9,3.0,41,0.0,81.0,0.0,0.0,169,0.0,2010.0,south,88.0,205.0,0.0,0.0,28.0,2010.0,south,$400 ,$0 ,$0 ,$400 ,$0 ,$0 ,$0 ,"$1,000 ",$0 ,$0 ,"$4,000 ",$0 ,2010.0,south,$0 ,$800 ,"$5,000 ",$0 ,$0 ,"$5,800 ",$0 ,2010.0,south,San Bernardino_2010
San Diego,7.0,0.0,16.0,18.0,8.0,40.0,0.0,3.0,0.0,0.0,43.0,1.0,2010.0,south,65.0,59.0,7.0,3.0,1.0,1.0,0.0,2010.0,south,9.0,0.0,9.0,50,156.0,"2,037",0.0,1.0,0.0,0.0,"1,324",8.0,2010.0,south,1234.0,2276.0,1.0,0.0,83.0,2010.0,south,$0 ,$0 ,$0 ,"$5,700 ",$0 ,"$9,300 ",$0 ,$0 ,$0 ,$0 ,"$10,550 ","$10,000 ",2010.0,south,"$10,350 ","$15,200 ",$0 ,$0 ,"$10,000 ","$35,550 ","$10,350 ",2010.0,south,San Diego_2010
San Joaquin,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,2010.0,north,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,1.0,1,0.0,4,0.0,0.0,0.0,0.0,1,0.0,2010.0,north,0.0,3.0,0.0,0.0,3.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,San Joaquin_2010
San Luis Obispo,0.0,0.0,7.0,18.0,1.0,21.0,0.0,2.0,0.0,0.0,29.0,1.0,2010.0,south,23.0,48.0,4.0,3.0,0.0,1.0,0.0,2010.0,south,0.0,0.0,59.0,408,1.0,284,0.0,2.0,0.0,0.0,"1,259",4.0,2010.0,south,29.0,1940.0,1.0,0.0,48.0,2010.0,south,$0 ,$0 ,"$1,566 ","$40,900 ",$0 ,"$3,501 ",$0 ,$0 ,$0 ,$0 ,$801 ,"$7,500 ",2010.0,south,"$3,568 ","$10,100 ",$100 ,"$40,500 ",$0 ,"$54,268 ","$3,568 ",2010.0,south,San Luis Obispo_2010
San Mateo,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,6.0,0.0,2010.0,north,8.0,7.0,0.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,1,0.0,3,0.0,3.0,0.0,0.0,5,0.0,2010.0,north,3.0,7.0,1.0,0.0,0.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$100 ,$0 ,$0 ,$0 ,$0 ,"$1,500 ",$0 ,2010.0,north ,$0 ,"$1,600 ",$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,San Mateo_2010
Santa Clara,4.0,0.0,1.0,7.0,0.0,12.0,0.0,0.0,1.0,11.0,1.0,1.0,2010.0,north,12.0,22.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,5.0,0.0,4.0,31,0.0,6,0.0,0.0,0.0,0.0,22,1.0,2010.0,north,2.0,59.0,2.0,0.0,5.0,2010.0,north,$0 ,$0 ,"$1,000 ","$2,900 ",$0 ,"$1,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,"$1,500 ","$3,400 ",$500 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Santa Clara_2010
Santa Cruz,5.0,0.0,3.0,4.0,0.0,16.0,0.0,4.0,0.0,0.0,13.0,1.0,2010.0,north,25.0,21.0,0.0,0.0,0.0,0.0,0.0,2010.0,north,3.0,0.0,1.0,1,0.0,10,0.0,1.0,0.0,0.0,5,1.0,2010.0,north,3.0,13.0,5.0,0.0,2.0,2010.0,north,$1 ,$0 ,$700 ,$0 ,$0 ,"$198,000 ",$0 ,$0 ,$0 ,$0 ,$50 ,"$2,200 ",2010.0,north ,$751 ,"$200,200 ",$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Santa Cruz_2010
Shasta,5.0,3.0,19.0,15.0,1.0,26.0,0.0,1.0,1.0,38.0,0.0,0.0,2010.0,north,36.0,67.0,5.0,1.0,0.0,0.0,0.0,2010.0,north,2.0,2.0,28.0,67,0.0,208,0.0,1.0,0.0,1.0,104,0.0,2010.0,north,54.0,109.0,20.0,1.0,229.0,2010.0,north,$0 ,$0 ,"$3,500 ","$64,200 ",$0 ,"$6,700 ",$0 ,$0 ,$0 ,$0 ,"$27,550 ",$0 ,2010.0,north ,"$15,000 ","$41,750 ","$45,200 ",$0 ,$0 ,$0 ,$0 ,2010.0,north,Shasta_2010
Shasta,5.0,3.0,19.0,15.0,1.0,26.0,0.0,1.0,1.0,38.0,0.0,0.0,2010.0,north,36.0,67.0,5.0,1.0,0.0,0.0,0.0,2010.0,north,2.0,2.0,28.0,67,0.0,208,0.0,1.0,0.0,1.0,104,0.0,2010.0,north,54.0,109.0,20.0,1.0,229.0,2010.0,north,$0 ,$0 ,"$3,500 ","$64,200 ",$0 ,"$6,700 ",$0 ,$0 ,$0 ,$0 ,"$27,550 ",$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Shasta_2010
Sierra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2010.0,north,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4,0.0,2010.0,north,0.0,0.0,2.0,0.0,2.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$10,000 ",$0 ,2010.0,north ,$0 ,"$10,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Sierra_2010
Siskiyou,2.0,0.0,9.0,5.0,12.0,12.0,0.0,2.0,1.0,12.0,2.0,2.0,2010.0,north,37.0,18.0,2.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,1.0,4,7.0,32,0.0,7.0,0.0,2.0,8,0.0,2010.0,north,0.0,0.0,0.0,0.0,0.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Siskiyou_2010
Siskiyou,2.0,0.0,9.0,5.0,12.0,12.0,0.0,2.0,1.0,12.0,2.0,2.0,2010.0,north,37.0,18.0,2.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,1.0,4,7.0,32,0.0,7.0,0.0,2.0,8,0.0,2010.0,north,0.0,0.0,0.0,0.0,0.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,"$2,700 ","$4,350 ",$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Siskiyou_2010
Siskiyou,2.0,0.0,9.0,5.0,12.0,12.0,0.0,2.0,1.0,12.0,2.0,2.0,2010.0,north,37.0,18.0,2.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,1.0,4,7.0,32,0.0,7.0,0.0,2.0,8,0.0,2010.0,north,0.0,0.0,0.0,0.0,0.0,2010.0,north,$0 ,$0 ,$500 ,$50 ,$0 ,"$4,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$2,500 ",2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Siskiyou_2010
Siskiyou,2.0,0.0,9.0,5.0,12.0,12.0,0.0,2.0,1.0,12.0,2.0,2.0,2010.0,north,37.0,18.0,2.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,1.0,4,7.0,32,0.0,7.0,0.0,2.0,8,0.0,2010.0,north,0.0,0.0,0.0,0.0,0.0,2010.0,north,$0 ,$0 ,$500 ,$50 ,$0 ,"$4,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$2,500 ",2010.0,north ,"$2,700 ","$4,350 ",$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Siskiyou_2010
Siskiyou,2.0,0.0,9.0,5.0,12.0,12.0,0.0,2.0,1.0,12.0,2.0,2.0,2010.0,north,37.0,18.0,2.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,1.0,4,7.0,32,0.0,7.0,0.0,2.0,8,0.0,2010.0,north,10.0,23.0,4.0,2.0,23.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Siskiyou_2010
Siskiyou,2.0,0.0,9.0,5.0,12.0,12.0,0.0,2.0,1.0,12.0,2.0,2.0,2010.0,north,37.0,18.0,2.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,1.0,4,7.0,32,0.0,7.0,0.0,2.0,8,0.0,2010.0,north,10.0,23.0,4.0,2.0,23.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,"$2,700 ","$4,350 ",$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Siskiyou_2010
Siskiyou,2.0,0.0,9.0,5.0,12.0,12.0,0.0,2.0,1.0,12.0,2.0,2.0,2010.0,north,37.0,18.0,2.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,1.0,4,7.0,32,0.0,7.0,0.0,2.0,8,0.0,2010.0,north,10.0,23.0,4.0,2.0,23.0,2010.0,north,$0 ,$0 ,$500 ,$50 ,$0 ,"$4,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$2,500 ",2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Siskiyou_2010
Siskiyou,2.0,0.0,9.0,5.0,12.0,12.0,0.0,2.0,1.0,12.0,2.0,2.0,2010.0,north,37.0,18.0,2.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,1.0,4,7.0,32,0.0,7.0,0.0,2.0,8,0.0,2010.0,north,10.0,23.0,4.0,2.0,23.0,2010.0,north,$0 ,$0 ,$500 ,$50 ,$0 ,"$4,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$2,500 ",2010.0,north ,"$2,700 ","$4,350 ",$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Siskiyou_2010
Solano,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2010.0,north,2.0,11.0,1.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,3.0,47,0.0,6,0.0,0.0,0.0,0.0,12,0.0,2010.0,north,0.0,66.0,0.0,0.0,2.0,2010.0,north,$0 ,$0 ,$0 ,"$10,250 ",$0 ,$400 ,$0 ,$0 ,$0 ,$0 ,$500 ,$0 ,2010.0,north ,$250 ,$900 ,"$10,000 ",$0 ,$0 ,$0 ,$0 ,2010.0,north,Solano_2010
Sonoma,1.0,0.0,7.0,9.0,0.0,31.0,0.0,7.0,1.0,15.0,4.0,4.0,2010.0,north,36.0,36.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,5.0,27,0.0,95,0.0,97.0,0.0,1.0,10,0.0,2010.0,north,3.0,219.0,3.0,0.0,9.0,2010.0,north,$0 ,$0 ,$40 ,"$100,750 ",$0 ,"$15,000 ",$0 ,"$224,450 ",$0 ,$0 ,$0 ,$0 ,2010.0,north ,"$1,500 ","$108,790 ","$229,950 ",$0 ,$0 ,$0 ,$0 ,2010.0,north,Sonoma_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,126,0.0,2010.0,north,0.0,0.0,126.0,0.0,0.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,126,0.0,2010.0,north,0.0,0.0,126.0,0.0,0.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,"$10,700 ","$38,700 ","$1,000 ",$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,126,0.0,2010.0,north,0.0,0.0,126.0,0.0,0.0,2010.0,north,$0 ,$0 ,"$5,200 ","$10,200 ",$0 ,"$2,500 ",$0 ,"$30,100 ",$0 ,"$1,300 ","$1,100 ",$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,126,0.0,2010.0,north,0.0,0.0,126.0,0.0,0.0,2010.0,north,$0 ,$0 ,"$5,200 ","$10,200 ",$0 ,"$2,500 ",$0 ,"$30,100 ",$0 ,"$1,300 ","$1,100 ",$0 ,2010.0,north ,"$10,700 ","$38,700 ","$1,000 ",$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,126,0.0,2010.0,north,1.0,108.0,0.0,0.0,5.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,126,0.0,2010.0,north,1.0,108.0,0.0,0.0,5.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,"$10,700 ","$38,700 ","$1,000 ",$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,126,0.0,2010.0,north,1.0,108.0,0.0,0.0,5.0,2010.0,north,$0 ,$0 ,"$5,200 ","$10,200 ",$0 ,"$2,500 ",$0 ,"$30,100 ",$0 ,"$1,300 ","$1,100 ",$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,126,0.0,2010.0,north,1.0,108.0,0.0,0.0,5.0,2010.0,north,$0 ,$0 ,"$5,200 ","$10,200 ",$0 ,"$2,500 ",$0 ,"$30,100 ",$0 ,"$1,300 ","$1,100 ",$0 ,2010.0,north ,"$10,700 ","$38,700 ","$1,000 ",$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,9.0,50,0.0,24,0.0,2.0,0.0,2.0,19,9.0,2010.0,north,0.0,0.0,126.0,0.0,0.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,9.0,50,0.0,24,0.0,2.0,0.0,2.0,19,9.0,2010.0,north,0.0,0.0,126.0,0.0,0.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,"$10,700 ","$38,700 ","$1,000 ",$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,9.0,50,0.0,24,0.0,2.0,0.0,2.0,19,9.0,2010.0,north,0.0,0.0,126.0,0.0,0.0,2010.0,north,$0 ,$0 ,"$5,200 ","$10,200 ",$0 ,"$2,500 ",$0 ,"$30,100 ",$0 ,"$1,300 ","$1,100 ",$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,9.0,50,0.0,24,0.0,2.0,0.0,2.0,19,9.0,2010.0,north,0.0,0.0,126.0,0.0,0.0,2010.0,north,$0 ,$0 ,"$5,200 ","$10,200 ",$0 ,"$2,500 ",$0 ,"$30,100 ",$0 ,"$1,300 ","$1,100 ",$0 ,2010.0,north ,"$10,700 ","$38,700 ","$1,000 ",$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,9.0,50,0.0,24,0.0,2.0,0.0,2.0,19,9.0,2010.0,north,1.0,108.0,0.0,0.0,5.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,9.0,50,0.0,24,0.0,2.0,0.0,2.0,19,9.0,2010.0,north,1.0,108.0,0.0,0.0,5.0,2010.0,north,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,"$10,700 ","$38,700 ","$1,000 ",$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,9.0,50,0.0,24,0.0,2.0,0.0,2.0,19,9.0,2010.0,north,1.0,108.0,0.0,0.0,5.0,2010.0,north,$0 ,$0 ,"$5,200 ","$10,200 ",$0 ,"$2,500 ",$0 ,"$30,100 ",$0 ,"$1,300 ","$1,100 ",$0 ,2010.0,north ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Tehama,0.0,0.0,5.0,13.0,0.0,17.0,0.0,3.0,2.0,16.0,3.0,3.0,2010.0,north,25.0,31.0,3.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,9.0,50,0.0,24,0.0,2.0,0.0,2.0,19,9.0,2010.0,north,1.0,108.0,0.0,0.0,5.0,2010.0,north,$0 ,$0 ,"$5,200 ","$10,200 ",$0 ,"$2,500 ",$0 ,"$30,100 ",$0 ,"$1,300 ","$1,100 ",$0 ,2010.0,north ,"$10,700 ","$38,700 ","$1,000 ",$0 ,$0 ,$0 ,$0 ,2010.0,north,Tehama_2010
Trinity,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,north,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,north,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2010.0,north,,,,,,,,$0 ,$0 ,$0 ,$0 ,$40 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,north ,,,,,,,,,,Trinity_2010
Tulare,20.0,0.0,3.0,15.0,1.0,10.0,0.0,2.0,0.0,0.0,24.0,1.0,2010.0,south,28.0,31.0,11.0,4.0,2.0,0.0,0.0,2010.0,south,313.0,0.0,2.0,"1,033",62.0,945,0.0,2.0,0.0,0.0,162,0.0,2010.0,south,0.0,1590.0,0.0,0.0,929.0,2010.0,south,"$6,100 ",$0 ,$0 ,"$23,090 ",$620 ,"$28,085 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2010.0,south,$0 ,"$7,605 ","$22,490 ","$5,370 ","$22,430 ","$57,895 ",$0 ,2010.0,south,Tulare_2010
Tuolumne,1.0,0.0,5.0,4.0,2.0,18.0,0.0,2.0,0.0,0.0,24.0,3.0,2010.0,south,16.0,36.0,7.0,0.0,0.0,0.0,0.0,2010.0,south,1.0,0.0,4.0,32,2.0,34,0.0,8.0,0.0,0.0,195,21.0,2010.0,south,2.0,272.0,3.0,8.0,13.0,2010.0,south,$0 ,$0 ,$400 ,"$9,450 ",$0 ,"$16,200 ",$0 ,$500 ,$0 ,$0 ,"$52,752 ","$44,200 ",2010.0,south,"$40,800 ","$25,802 ","$56,900 ",$0 ,$0 ,"$123,502 ","$40,800 ",2010.0,south,Tuolumne_2010
